,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,Simplified_Title,course_title_l,keywords
104,653,Building Batch Data Pipelines on GCP,Google Cloud,COURSE,4.5,Intermediate,7.3k,building batch data pipelines gcp,building batch data pipelines on gcp,"['data pipelines gcp', 'pipelines gcp', 'batch data pipelines', 'data pipelines', 'building batch data', 'building batch', 'gcp', 'batch data', 'batch', 'pipelines']"
105,670,Building Conversational Experiences with Dialogflow,Google Cloud,COURSE,4.5,Beginner,22k,building conversational experiences dialogflow,building conversational experiences with dialogflow,"['conversational experiences dialogflow', 'dialogflow', 'experiences dialogflow', 'building conversational experiences', 'conversational experiences', 'building conversational', 'conversational', 'experiences', 'building']"
106,884,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,COURSE,4.6,Intermediate,5.8k,building resilient streaming analytics systems gcp,building resilient streaming analytics systems on gcp,"['resilient streaming analytics', 'building resilient streaming', 'resilient streaming', 'analytics systems gcp', 'streaming analytics systems', 'streaming analytics', 'systems gcp', 'analytics systems', 'gcp', 'streaming']"
107,610,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,COURSE,4.3,Intermediate,24k,building scalable java microservices spring boot spring cloud,building scalable java microservices with spring boot and spring cloud,"['scalable java microservices', 'microservices spring boot', 'java microservices spring', 'microservices spring', 'java microservices', 'microservices', 'building scalable java', 'boot spring cloud', 'spring cloud', 'boot spring']"
108,824,Building Your Leadership Skills,HEC Paris,COURSE,4.5,Mixed,67k,building leadership skills,building your leadership skills,"['building leadership skills', 'leadership skills', 'building leadership', 'leadership', 'skills', 'building']"
109,17,Business Analytics,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,280k,business analytics,business analytics,"['business analytics', 'analytics', 'business']"
110,611,Business English,Arizona State University,SPECIALIZATION,4.7,Intermediate,38k,business english,business english,"['business english', 'business', 'english']"
111,168,Business English Communication Skills,University of Washington,SPECIALIZATION,4.7,Intermediate,120k,business english communication skills,business english communication skills,"['business english communication', 'english communication skills', 'business english', 'communication skills', 'english communication', 'communication', 'business', 'english', 'skills']"
112,738,Business English: Networking,University of Washington,COURSE,4.7,Intermediate,77k,business english networking,business english: networking,"['business english networking', 'business english', 'english networking', 'networking', 'business', 'english']"
113,7,Business Foundations,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,510k,business foundations,business foundations,"['business foundations', 'foundations', 'business']"
114,410,Business Model Innovation,HEC Paris,COURSE,4.7,Mixed,13k,business model innovation,business model innovation,"['business model innovation', 'business model', 'model innovation', 'innovation', 'business', 'model']"
115,96,Business Statistics and Analysis,Rice University,SPECIALIZATION,4.7,Beginner,110k,business statistics analysis,business statistics and analysis,"['business statistics analysis', 'business statistics', 'statistics analysis', 'statistics', 'business', 'analysis']"
116,126,Business Strategies for A Better World,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,24k,business strategies better world,business strategies for a better world,"['business strategies', 'business strategies better', 'strategies better world', 'business', 'strategies', 'strategies better', 'better world', 'world', 'better']"
117,104,Business Strategy,University of Virginia,SPECIALIZATION,4.7,Beginner,89k,business strategy,business strategy,"['business strategy', 'strategy', 'business']"
118,233,Business Technology Management,Indian School of Business,SPECIALIZATION,4.5,Beginner,67k,business technology management,business technology management,"['business technology management', 'business technology', 'technology management', 'management', 'business', 'technology']"
119,478,Business Transformation with Google Cloud,Google Cloud,COURSE,4.7,Beginner,10k,business transformation google cloud,business transformation with google cloud,"['business transformation google', 'transformation google cloud', 'business transformation', 'google cloud', 'transformation google', 'transformation', 'business', 'cloud', 'google']"
120,539,Business Writing,University of Colorado Boulder,COURSE,4.8,Beginner,48k,business writing,business writing,"['business writing', 'writing', 'business']"
121,23,Business and Financial Modeling,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,160k,business financial modeling,business and financial modeling,"['business financial modeling', 'financial modeling', 'business financial', 'business', 'financial', 'modeling']"
122,662,C for Everyone: Programming Fundamentals,"University of California, Santa Cruz",COURSE,4.5,Beginner,31k,c everyone programming fundamentals,c for everyone: programming fundamentals,"['programming fundamentals', 'programming', 'fundamentals']"
123,222,C# Programming for Unity Game Development,University of Colorado System,SPECIALIZATION,4.7,Beginner,36k,c programming unity game development,c# programming for unity game development,"['programming unity game', 'unity game development', 'programming unity', 'unity game', 'unity', 'game development', 'programming', 'development', 'game']"
124,21,COVID-19 Contact Tracing,Johns Hopkins University,COURSE,4.9,Beginner,220k,covid19 contact tracing,covid-19 contact tracing,"['covid 19 contact', '19 contact tracing', 'contact tracing', 'covid 19', 'covid', '19 contact', 'tracing', 'contact', '19']"
125,450,COVID-19: What You Need to Know (CME Eligible),Osmosis,COURSE,4.8,Beginner,32k,covid19 need know cme eligible,covid-19: what you need to know (cme eligible),"['covid 19', 'covid 19 need', 'covid', 'know cme eligible', 'know cme', 'cme eligible', 'cme', 'need know cme', '19 need', '19 need know']"
126,525,"Cameras, Exposure, and Photography",Michigan State University,COURSE,4.7,Mixed,130k,cameras exposure photography,"cameras, exposure, and photography","['cameras exposure photography', 'exposure photography', 'cameras exposure', 'exposure', 'photography', 'cameras']"
127,107,Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,COURSE,4.7,Beginner,340k,camino la excelencia en gestin de proyectos,camino a la excelencia en gestión de proyectos,"['camino la excelencia', 'en gestión proyectos', 'excelencia en gestión', 'gestión proyectos', 'la excelencia en', 'excelencia en', 'camino', 'la excelencia', 'camino la', 'excelencia']"
128,536,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,COURSE,4.6,Mixed,82k,capstone retrieving processing visualizing data python,"capstone: retrieving, processing, and visualizing data with python","['visualizing data python', 'visualizing data', 'processing visualizing data', 'data python', 'visualizing', 'retrieving processing visualizing', 'processing visualizing', 'python', 'capstone retrieving processing', 'data']"
129,44,Career Success,"University of California, Irvine",SPECIALIZATION,4.4,Beginner,790k,career success,career success,"['career success', 'career', 'success']"
130,736,Challenging Forensic Science: How Science Should Speak to Court,University of Lausanne,COURSE,4.8,Beginner,31k,challenging forensic science science speak court,challenging forensic science: how science should speak to court,"['challenging forensic science', 'challenging forensic', 'forensic science', 'forensic', 'forensic science science', 'science speak court', 'speak court', 'science science', 'court', 'science']"
131,718,Chemicals and Health,Johns Hopkins University,COURSE,4.7,Beginner,23k,chemicals health,chemicals and health,"['chemicals health', 'chemicals', 'health']"
132,726,Chicken Behaviour and Welfare,The University of Edinburgh,COURSE,4.7,Mixed,19k,chicken behaviour welfare,chicken behaviour and welfare,"['chicken behaviour welfare', 'chicken behaviour', 'chicken', 'behaviour welfare', 'behaviour', 'welfare']"
133,161,Child Nutrition and Cooking,Stanford University,COURSE,4.7,Beginner,30k,child nutrition cooking,child nutrition and cooking,"['child nutrition cooking', 'child nutrition', 'nutrition cooking', 'nutrition', 'cooking', 'child']"
134,737,Chinese for HSK 1,Peking University,COURSE,4.8,Beginner,22k,chinese hsk 1,chinese for hsk 1,"['chinese hsk', 'hsk', 'chinese']"
135,95,Cisco Networking Basics,Cisco,SPECIALIZATION,4.7,Beginner,57k,cisco networking basics,cisco networking basics,"['cisco networking basics', 'cisco networking', 'networking basics', 'cisco', 'networking', 'basics']"
136,848,Classical Sociological Theory,University of Amsterdam,COURSE,4.8,Mixed,51k,classical sociological theory,classical sociological theory,"['classical sociological theory', 'classical sociological', 'sociological theory', 'sociological', 'theory', 'classical']"
137,197,Claves de la Dirección de Empresas,IESE Business School,SPECIALIZATION,4.8,Beginner,51k,claves de la direccin de empresas,claves de la dirección de empresas,"['la dirección empresas', 'dirección empresas', 'empresas', 'claves la dirección', 'la dirección', 'claves la', 'dirección', 'claves', 'la']"
138,457,Climate Change and Health: From Science to Action,Yale University,SPECIALIZATION,4.6,Beginner,4.8k,climate change health science action,climate change and health: from science to action,"['climate change health', 'climate change', 'change health science', 'change health', 'health science action', 'climate', 'health science', 'health', 'science action', 'science']"
139,275,Clinical Terminology for International and U.S. Students,University of Pittsburgh,COURSE,4.8,Beginner,32k,clinical terminology international us students,clinical terminology for international and u.s. students,"['clinical terminology international', 'clinical terminology', 'terminology international students', 'terminology international', 'terminology', 'clinical', 'international students', 'students', 'international']"
140,349,Cloud Computing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,110k,cloud computing,cloud computing,"['cloud computing', 'cloud', 'computing']"
141,777,Cloud Computing Basics (Cloud 101),LearnQuest,COURSE,4.5,Beginner,37k,cloud computing basics cloud 101,cloud computing basics (cloud 101),"['cloud computing basics', 'computing basics cloud', 'basics cloud 101', 'cloud computing', 'basics cloud', 'cloud 101', 'cloud', 'computing basics', 'basics', 'computing']"
142,9,Cloud Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.7,Intermediate,310k,cloud engineering google cloud,cloud engineering with google cloud,"['cloud engineering google', 'engineering google cloud', 'cloud engineering', 'google cloud', 'engineering google', 'cloud', 'engineering', 'google']"
143,276,Coaching Skills for Managers,"University of California, Davis",SPECIALIZATION,4.7,Intermediate,37k,coaching skills managers,coaching skills for managers,"['coaching skills managers', 'coaching skills', 'coaching', 'skills managers', 'managers', 'skills']"
